participant_id,session_id,group,timepoint,practice_layer,practice_protocol_version,telemetry_enabled,telemetry_version,task_name,task_order_index,block_name,block_type,block_index,trial_index_within_block,trial_index_global,practice_or_formal,condition_label,random_seed,screen_refresh_hz,timestamp_iso,omission,aborted,pause_count_during_trial,repeated_practice_round,prompt_level,support_type,support_trigger_reason,support_trigger_trial_index,rule_block_error_count,support_level,support_phase,support_duration_ms,post_support_success_streak,support_faded_after_trial,manual_intervention_flag,dccs_support_rule,dccs_error_type,dccs_dimension_highlight_used,dccs_demo_type,dccs_label_mode,dccs_post_support_rule_confusion,intended_trial_start_ms,actual_trial_start_ms,rule,cue_audio_file,cue_label,cue_audio_start_global_ms,cue_audio_expected_duration_ms,cue_audio_stop_global_ms,stimulus_color,stimulus_shape,stimulus_identity,correct_response_key,participant_response_key,response_correct,rt_ms,response_time_global_ms,trial_transition,previous_rule,current_rule,practice_pass_flag,cue_to_first_response_ms,feedback_type,feedback_audio_file,feedback_audio_start_global_ms,feedback_audio_expected_duration_ms,feedback_audio_stop_global_ms,intended_onset_ms,actual_onset_global_ms,actual_offset_global_ms,stage_duration_planned_ms,stage_duration_actual_ms,actual_trial_end_ms,stage_records_json,excluded_rt_low,excluded_rt_high,included_in_rt_analysis,task_accuracy_below_threshold,valid_task_data
25,25_T1_20260518_153208,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,1,13,formal,shape,1779089528,168.524,2026-05-18T15:36:59.054,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,287555.851,287571.395,shape,cue_shape.wav,形状,287681.548,500,288447.798,blue,rabbit,blue_rabbit,s,s,1,3810.619,292692.992,first,,shape,,5011.628,none,,,,,288155.851,288882.373,292692.992,3000,3810.619,292692.992,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 287555.851, ""actual_onset_global_ms"": 287571.395, ""actual_offset_global_ms"": 287673.211, ""actual_duration_ms"": 101.816}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 287655.851, ""actual_onset_global_ms"": 287681.364, ""actual_offset_global_ms"": 288875.218, ""actual_duration_ms"": 1193.854}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 288155.851, ""actual_onset_global_ms"": 288882.373, ""actual_offset_global_ms"": 292692.992, ""actual_duration_ms"": 3810.619}]",0,1,0,0,1
25,25_T1_20260518_153208,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,2,14,formal,color,1779089528,168.524,2026-05-18T15:37:04.202,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,292703.27,292717.735,color,cue_color.wav,颜色,292821.249,500,293517.812,blue,rabbit,blue_rabbit,s,s,1,3798.519,297737.683,switch,shape,color,,4916.588,none,,,,,293303.27,293939.164,297737.683,3000,3798.519,297737.683,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 292703.27, ""actual_onset_global_ms"": 292717.735, ""actual_offset_global_ms"": 292812.775, ""actual_duration_ms"": 95.04}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 292803.27, ""actual_onset_global_ms"": 292821.095, ""actual_offset_global_ms"": 293932.972, ""actual_duration_ms"": 1111.877}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 293303.27, ""actual_onset_global_ms"": 293939.164, ""actual_offset_global_ms"": 297737.683, ""actual_duration_ms"": 3798.519}]",0,1,0,0,1
25,25_T1_20260518_153208,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,3,15,formal,shape,1779089528,168.524,2026-05-18T15:37:09.256,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,297757.476,297773.404,shape,cue_shape.wav,形状,297882.738,500,298648.988,blue,boat,blue_boat,j,j,1,2614.961,301695.045,switch,color,shape,,3812.461,none,,,,,298357.476,299080.084,301695.045,3000,2614.961,301695.045,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 297757.476, ""actual_onset_global_ms"": 297773.404, ""actual_offset_global_ms"": 297875.705, ""actual_duration_ms"": 102.301}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 297857.476, ""actual_onset_global_ms"": 297882.584, ""actual_offset_global_ms"": 299072.984, ""actual_duration_ms"": 1190.4}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 298357.476, ""actual_onset_global_ms"": 299080.084, ""actual_offset_global_ms"": 301695.045, ""actual_duration_ms"": 2614.961}]",0,0,1,0,1
25,25_T1_20260518_153208,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,4,16,formal,color,1779089528,168.524,2026-05-18T15:37:13.207,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,301708.862,301724.117,color,cue_color.wav,颜色,301831.456,500,302528.019,red,rabbit,red_rabbit,j,j,1,7989.389,310959.118,switch,shape,color,,9127.812,none,,,,,302308.862,302969.729,310959.118,3000,7989.389,310959.118,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 301708.862, ""actual_onset_global_ms"": 301724.117, ""actual_offset_global_ms"": 301823.333, ""actual_duration_ms"": 99.216}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 301808.862, ""actual_onset_global_ms"": 301831.306, ""actual_offset_global_ms"": 302964.177, ""actual_duration_ms"": 1132.871}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 302308.862, ""actual_onset_global_ms"": 302969.729, ""actual_offset_global_ms"": 310959.118, ""actual_duration_ms"": 7989.389}]",0,1,0,0,1
25,25_T1_20260518_153208,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,5,17,formal,shape,1779089528,168.524,2026-05-18T15:37:22.465,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,310966.967,310979.819,shape,cue_shape.wav,形状,311087.848,500,311854.098,red,boat,red_boat,j,j,1,15169.249,327444.969,switch,color,shape,,16357.279,none,,,,,311566.967,312275.72,327444.969,3000,15169.249,327444.969,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 310966.967, ""actual_onset_global_ms"": 310979.819, ""actual_offset_global_ms"": 311080.175, ""actual_duration_ms"": 100.356}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 311066.967, ""actual_onset_global_ms"": 311087.69, ""actual_offset_global_ms"": 312268.619, ""actual_duration_ms"": 1180.929}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 311566.967, ""actual_onset_global_ms"": 312275.72, ""actual_offset_global_ms"": 327444.969, ""actual_duration_ms"": 15169.249}]",0,1,0,0,1
25,25_T1_20260518_153208,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,6,18,formal,color,1779089528,168.524,2026-05-18T15:37:38.962,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,327463.3,327476.345,color,cue_color.wav,颜色,327582.176,500,328278.738,blue,boat,blue_boat,s,s,1,2376.026,331093.251,switch,shape,color,,3511.222,none,,,,,328063.3,328717.225,331093.251,3000,2376.026,331093.251,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 327463.3, ""actual_onset_global_ms"": 327476.345, ""actual_offset_global_ms"": 327574.173, ""actual_duration_ms"": 97.828}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 327563.3, ""actual_onset_global_ms"": 327582.029, ""actual_offset_global_ms"": 328710.496, ""actual_duration_ms"": 1128.467}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 328063.3, ""actual_onset_global_ms"": 328717.225, ""actual_offset_global_ms"": 331093.251, ""actual_duration_ms"": 2376.026}]",0,0,1,0,1
25,25_T1_20260518_153208,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,7,19,formal,shape,1779089528,168.524,2026-05-18T15:37:42.603,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,331105.276,331119.384,shape,cue_shape.wav,形状,331228.666,500,331994.916,red,rabbit,red_rabbit,s,s,1,2430.018,334882.85,switch,color,shape,,3654.348,none,,,,,331705.276,332452.832,334882.85,3000,2430.018,334882.85,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 331105.276, ""actual_onset_global_ms"": 331119.384, ""actual_offset_global_ms"": 331220.336, ""actual_duration_ms"": 100.952}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 331205.276, ""actual_onset_global_ms"": 331228.502, ""actual_offset_global_ms"": 332446.391, ""actual_duration_ms"": 1217.889}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 331705.276, ""actual_onset_global_ms"": 332452.832, ""actual_offset_global_ms"": 334882.85, ""actual_duration_ms"": 2430.018}]",0,0,1,0,1
25,25_T1_20260518_153208,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,8,20,formal,shape,1779089528,168.524,2026-05-18T15:37:46.402,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,334903.544,334917.025,shape,cue_shape.wav,形状,335027.062,500,335793.312,red,boat,red_boat,j,j,1,3565.971,339777.984,repeat,shape,shape,,4751.077,none,,,,,335503.544,336212.013,339777.984,3000,3565.971,339777.984,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 334903.544, ""actual_onset_global_ms"": 334917.025, ""actual_offset_global_ms"": 335018.843, ""actual_duration_ms"": 101.818}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 335003.544, ""actual_onset_global_ms"": 335026.907, ""actual_offset_global_ms"": 336204.916, ""actual_duration_ms"": 1178.009}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 335503.544, ""actual_onset_global_ms"": 336212.013, ""actual_offset_global_ms"": 339777.984, ""actual_duration_ms"": 3565.971}]",0,1,0,0,1
25,25_T1_20260518_153208,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,9,21,formal,shape,1779089528,168.524,2026-05-18T15:37:51.294,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,339794.827,339808.798,shape,cue_shape.wav,形状,339918.435,500,340684.685,blue,boat,blue_boat,j,j,1,9131.442,350263.786,repeat,shape,shape,,10345.498,none,,,,,340394.827,341132.344,350263.786,3000,9131.442,350263.786,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 339794.827, ""actual_onset_global_ms"": 339808.798, ""actual_offset_global_ms"": 339909.934, ""actual_duration_ms"": 101.136}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 339894.827, ""actual_onset_global_ms"": 339918.288, ""actual_offset_global_ms"": 341125.143, ""actual_duration_ms"": 1206.855}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 340394.827, ""actual_onset_global_ms"": 341132.344, ""actual_offset_global_ms"": 350263.786, ""actual_duration_ms"": 9131.442}]",0,1,0,0,1
25,25_T1_20260518_153208,Control,T1,standard,hci_substudy_v2,1,telemetry_v4,dccs,2,mixed_formal,formal,1,10,22,formal,color,1779089528,168.524,2026-05-18T15:38:01.778,0,0,0,1,0,none,,,0,0,none,0.0,0,0,0,,,0,none,none,0,350280.348,350296.055,color,cue_color.wav,颜色,350401.643,500,351098.205,blue,rabbit,blue_rabbit,s,s,1,2612.915,354158.979,switch,shape,color,,3757.494,none,,,,,350880.348,351546.064,354158.979,3000,2612.915,354158.979,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 350280.348, ""actual_onset_global_ms"": 350296.055, ""actual_offset_global_ms"": 350393.64, ""actual_duration_ms"": 97.585}, {""stage_name"": ""cue"", ""planned_duration_ms"": 500, ""intended_onset_ms"": 350380.348, ""actual_onset_global_ms"": 350401.485, ""actual_offset_global_ms"": 351540.143, ""actual_duration_ms"": 1138.658}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 350880.348, ""actual_onset_global_ms"": 351546.064, ""actual_offset_global_ms"": 354158.979, ""actual_duration_ms"": 2612.915}]",0,0,1,0,1
